Name,Subscription,ResourceGroupName,Location,OsType,Size,TargetSize,AvailabilitySet
VAAZTIAMWEB314,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,Windows,Standard_A4_v2,Standard_F4,ACSPREPROD2_AS_WEB300_CL
VAAZTIAMWEB315,PREPROD-GOV-INTERNAL,ACSPREPRODDR-PROD-INT-SOUTH-RG,usgovtexas,Windows,Standard_A4_v2,Standard_F4,ACSPREPROD2_AS_WEB300_SAML
VAAZVIAMANS125,PROD-GOV-INTERNAL,MVIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A2m_v2,Standard_D4s_v3,
VAAZVIAMAPP100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPROD_AS_APP100_VALOGON
VAAZVIAMAPP101,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPROD_AS_APP100_VALOGON
VAAZVIAMAPP104,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPROD_AS_APP100_ESIG
VAAZVIAMAPP105,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPROD_AS_APP100_ESIG
VAAZVIAMAPP106,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A8_v2,Standard_F8,ACSPROD_AS_APP100_AMS-VDT
VAAZVIAMAPP107,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A8_v2,Standard_F8,ACSPROD_AS_APP100_AMS-VDT
VAAZVIAMAPP110,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A2_v2,Standard_D2s_v3,ACSPROD_AS_APP100_SSO
VAAZVIAMAPP175,PROD-GOV-INTERNAL,VHICPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A8_v2,Standard_F8,VHICPROD_AS_APP175
VAAZVIAMAPP176,PROD-GOV-INTERNAL,VHICPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A8_v2,Standard_F8,VHICPROD_AS_APP175
VAAZVIAMAPP300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPREPROD_AS_APP300_VALOGON
VAAZVIAMAPP301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPREPROD_AS_APP300_VALOGON
VAAZVIAMAPP304,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPREPROD_AS_APP300_ESIG
VAAZVIAMAPP305,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPREPROD_AS_APP300_ESIG
VAAZVIAMAPP306,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A8_v2,Standard_F8,ACSPREPROD_AS_APP300_AMS-VDT
VAAZVIAMAPP307,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A8_v2,Standard_F8,ACSPREPROD_AS_APP300_AMS-VDT
VAAZVIAMAPP310,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A2_v2,Standard_F2,ACSPREPROD_AS_APP300_SSO
VAAZVIAMAPP375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A8_v2,Standard_D4,VHICPREPROD_AS_APP375
VAAZVIAMAPP376,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A8_v2,Standard_D4,VHICPREPROD_AS_APP375
VAAZVIAMASM100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMASM300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMBIGIQ,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMCAM100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A2m_v2,Standard_D4s_v3,
VAAZVIAMCAM100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-SOUTH-RG,usgovtexas,Windows,Standard_A2m_v2,Standard_D4s_v3,
vaazviamedb100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A2_v2,Standard_F2,IAMSHARED_AS_EDB100
vaazviamfam375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A8_v2,Standard_D8sv3,
vaazviamfog375,PREPROD-GOV-INTERNAL,VHICPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A8_v2,Standard_D8sv3,
VAAZVIAMFPS150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPROD_AS_SAM150_PS
VAAZVIAMFPS151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPROD_AS_SAM150_PS
VAAZVIAMFPS350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_PS
VAAZVIAMFPS351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_PS
VAAZVIAMFRP150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMFRP151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMFRP350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMFRP351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMLDP150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_LDP150
VAAZVIAMLDP151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_LDP150
VAAZVIAMLDP152,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_LDP150
VAAZVIAMLDP153,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_LDP150
VAAZVIAMLDP350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_DS3,VAAFIPREPROD_AS_LDP350
VAAZVIAMLDP351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_DS3,VAAFIPREPROD_AS_LDP350
VAAZVIAMLDP352,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_DS3,VAAFIPREPROD_AS_LDP350
VAAZVIAMLDP353,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_DS3,VAAFIPREPROD_AS_LDP350
VAAZVIAMLDS100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMLDS101,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMLDS102,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMLDS300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMLDS301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMLDS302,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMMAN100,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A8_v2,Standard_D8sv3,
VAAZVIAMMAN151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A8_v2,Standard_F8,VAAFIPROD_AS_MAN150
VAAZVIAMMAN300,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A8_v2,Standard_D8sv3,
VAAZVIAMMDM101,PROD-GOV-INTERNAL,MVIPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A2m_v2,Standard_D4s_v3,
VAAZVIAMMPI100,PROD-GOV-INTERNAL,MVIPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A2m_v2,Standard_D4s_v3,
VAAZVIAMNSS01,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,IAMSHARED_AS_NSS100
VAAZVIAMPDP100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPROD_AS_PDP100
VAAZVIAMPDP101,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPROD_AS_PDP100
VAAZVIAMPDP300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_DS3,ACSPREPROD_AS_PDP300
VAAZVIAMPDP301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_DS3,ACSPREPROD_AS_PDP300
VAAZVIAMPJT100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4s,IAMSHARED_AS_UIM100
VAAZVIAMPKDM150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPROD_AS_FIM150_PKI
VAAZVIAMPKDM350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPREPROD_AS_FIM350
VAAZVIAMPKFM150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPROD_AS_FIM150_PKI
VAAZVIAMPKFM151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPROD_AS_FIM150_PKI
VAAZVIAMPKFM350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPREPROD_AS_FIM350
VAAZVIAMPKFM351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPREPROD_AS_FIM350
VAAZVIAMPPS150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_PKI-PS
VAAZVIAMPPS151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_PKI-PS
VAAZVIAMPPS350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_PKI-PS
VAAZVIAMPPS351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_PKI-PS
VAAZVIAMPROD1F5,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A7,Standard_DS13_v2,ACSPROD_AS_F5_PROD
VAAZVIAMPROD2F5,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A7,Standard_DS13_v2,ACSPROD_AS_F5_PROD
VAAZVIAMPRP150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFPROD_AS_SAM150_PKI-WS
VAAZVIAMPRP151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFPROD_AS_SAM150_PKI-WS
VAAZVIAMPRP350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_PKI-WS
VAAZVIAMPRP351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_PKI-WS
vaazviamshf100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMSOI100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,IAMSHARED_AS_SOI100
VAAZVIAMSOI101,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,IAMSHARED_AS_SOI100
VAAZVIAMSPDM150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D2v2,VAAFIPROD_AS_FIM150_SP
VAAZVIAMSPDM350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMSPFM150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPROD_AS_FIM150_SP
VAAZVIAMSPFM151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPROD_AS_FIM150_SP
VAAZVIAMSPFM152,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPROD_AS_FIM150_SP
VAAZVIAMSPFM153,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,VAAFIPROD_AS_FIM150_SP
VAAZVIAMSPFM350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMSPFM351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMSPFM352,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMSPFM353,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_D4s_v3,
VAAZVIAMSPS100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPROD_AS_SPS100
VAAZVIAMSPS101,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPROD_AS_SPS100
VAAZVIAMSPS150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPROD_AS_SAM150_PS
VAAZVIAMSPS151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPROD_AS_SAM150_PS
VAAZVIAMSPS300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPREPROD_AS_SPS300
VAAZVIAMSPS301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_F4,ACSPREPROD_AS_SPS300
VAAZVIAMSPS350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_PS
VAAZVIAMSPS351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_PS
VAAZVIAMSRP100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_DS3,IAMSHARED_AS_SRP100
VAAZVIAMSRP101,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,Windows,Standard_A4_v2,Standard_DS3,IAMSHARED_AS_SRP100
VAAZVIAMSRP150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP152,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP153,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP154,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP155,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP156,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP157,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP158,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP159,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP160,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP161,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4,VAAFIPROD_AS_SAM150_WS
VAAZVIAMSRP350,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP351,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP352,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP353,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP354,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP355,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP356,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP357,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP358,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP359,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP360,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSRP361,PREPROD-GOV-INTERNAL,VAAFIPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A4_v2,Standard_F4s,VAAFIPREPROD_AS_SAM350_WS
VAAZVIAMSSO100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A2_v2,Standard_F2,ACSPROD_AS_SSO100
VAAZVIAMSSO101,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A2_v2,Standard_F2,ACSPROD_AS_SSO100
VAAZVIAMSSO300,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A2_v2,Standard_F2,ACSPREPROD_AS_SSO300
VAAZVIAMSSO301,PREPROD-GOV-INTERNAL,ACSPREPROD-PREPROD-INT-EAST-RG,usgovvirginia,Linux,Standard_A2_v2,Standard_F2,ACSPREPROD_AS_SSO300
